timestamp	Active_Power	temperature_2m	relativehumidity_2m	direct_radiation	diffuse_radiation	windspeed_10m	cloudcover
2017-01-20 00:00:00	0.0	26.8	72	0.0	0.0	21.3	0
2017-01-20 01:00:00	0.0	26.2	75	0.0	0.0	20.9	6
2017-01-20 02:00:00	0.0	25.7	78	0.0	0.0	20.4	5
2017-01-20 03:00:00	0.0	25.3	80	0.0	0.0	19.1	12
2017-01-20 04:00:00	0.0	25.0	81	0.0	0.0	19.1	18
2017-01-20 05:00:00	0.0	24.8	82	0.0	0.0	18.9	42
2017-01-20 06:00:00	0.0	24.8	83	2.0	4.0	18.4	27
2017-01-20 07:00:00	0.22846662998199	26.0	77	68.0	50.0	26.5	31
2017-01-20 08:00:00	1.3277333974838	27.5	69	278.0	79.0	22.1	18
2017-01-20 09:00:00	2.5148665904999	31.1	53	390.0	142.0	17.4	8
2017-01-20 10:00:00	3.1835334300995	32.6	48	493.0	198.0	16.8	25
2017-01-20 11:00:00	3.5903334617615	33.9	45	757.0	144.0	17.3	52
2017-01-20 12:00:00	4.6050000190735	34.0	44	574.0	216.0	17.8	38
2017-01-20 13:00:00	4.148699760437	34.8	42	662.0	221.0	18.8	33
2017-01-20 14:00:00	4.5355663299561	35.4	41	690.0	116.0	14.8	32
2017-01-20 15:00:00	4.0344662666321	35.5	40	485.0	195.0	17.1	54
2017-01-20 16:00:00	3.3877003192902	35.2	40	435.0	117.0	12.8	29
2017-01-20 17:00:00	2.1062667369843	33.5	43	154.0	146.0	17.9	31
2017-01-20 18:00:00	0.82923340797424	32.6	45	90.0	63.0	12.2	46
2017-01-20 19:00:00	0.054433315992355	31.5	49	16.0	19.0	8.7	43
2017-01-20 20:00:00	0.0	28.2	64	0.0	0.0	12.5	99
2017-01-20 21:00:00	0.0	30.6	50	0.0	0.0	8.3	68
2017-01-20 22:00:00	0.0	29.6	58	0.0	0.0	5.4	37
2017-01-20 23:00:00	0.0	28.9	59	0.0	0.0	10.9	35
2017-01-21 00:00:00	0.0	28.0	63	0.0	0.0	11.2	53
2017-01-21 01:00:00	0.0	27.4	67	0.0	0.0	10.2	43
2017-01-21 02:00:00	0.0	27.0	69	0.0	0.0	9.7	26
2017-01-21 03:00:00	0.0	26.1	74	0.0	0.0	8.7	61
2017-01-21 04:00:00	0.0	25.5	77	0.0	0.0	7.3	75
2017-01-21 05:00:00	0.0	25.0	81	0.0	0.0	5.5	99
2017-01-21 06:00:00	0.0	25.1	81	1.0	4.0	6.0	98
2017-01-21 07:00:00	0.27853333950043	26.6	72	62.0	42.0	5.5	91
2017-01-21 08:00:00	0.82783341407776	28.3	64	249.0	90.0	4.1	60
2017-01-21 09:00:00	0.84760016202927	29.3	64	375.0	129.0	3.1	59
2017-01-21 10:00:00	2.6154668331146	31.4	55	267.0	294.0	5.8	98
2017-01-21 11:00:00	1.9677666425705	30.7	56	60.0	296.0	5.3	99
2017-01-21 12:00:00	4.3426332473755	30.1	56	33.0	271.0	4.0	98
2017-01-21 13:00:00	3.145299911499	32.4	49	277.0	403.0	6.7	89
2017-01-21 14:00:00	2.8829002380371	33.0	48	542.0	190.0	8.7	26
2017-01-21 15:00:00	3.0595333576202	34.5	42	700.0	131.0	7.6	4
2017-01-21 16:00:00	3.2829999923706	34.6	40	567.0	106.0	7.9	23
2017-01-21 17:00:00	1.8239667415619	34.0	39	278.0	128.0	10.3	85
2017-01-21 18:00:00	1.1225999593735	33.8	39	116.0	59.0	2.5	68
2017-01-21 19:00:00	0.14339999854565	33.1	44	21.0	21.0	11.0	47
2017-01-21 20:00:00	0.0	31.6	49	0.0	0.0	11.4	44
2017-01-21 21:00:00	0.0	27.4	69	0.0	0.0	13.2	55
2017-01-21 22:00:00	0.0	26.7	71	0.0	0.0	14.6	96
2017-01-21 23:00:00	0.0	26.4	74	0.0	0.0	12.2	99
2017-01-22 00:00:00	0.0	26.0	77	0.0	0.0	11.3	99
2017-01-22 01:00:00	0.0	25.6	80	0.0	0.0	9.2	98
2017-01-22 02:00:00	0.0	25.4	82	0.0	0.0	10.0	100
2017-01-22 03:00:00	0.0	25.3	82	0.0	0.0	7.4	99
2017-01-22 04:00:00	0.0	25.1	80	0.0	0.0	10.4	99
2017-01-22 05:00:00	0.0	24.7	81	0.0	0.0	11.4	96
2017-01-22 06:00:00	0.0	24.6	83	0.0	5.0	9.4	87
2017-01-22 07:00:00	0.15840002894402	25.9	76	56.0	60.0	11.0	89
2017-01-22 08:00:00	0.81506663560867	28.3	66	233.0	104.0	11.6	89
2017-01-22 09:00:00	0.72920000553131	30.5	58	368.0	143.0	17.4	82
2017-01-22 10:00:00	1.0450332164764	30.4	59	520.0	195.0	16.5	85
2017-01-22 11:00:00	0.8950999379158	30.2	59	116.0	235.0	14.8	66
2017-01-22 12:00:00	2.617133140564	31.8	55	555.0	252.0	11.8	36
2017-01-22 13:00:00	4.6440334320068	33.0	51	700.0	230.0	10.3	8
2017-01-22 14:00:00	5.0483999252319	33.7	48	850.0	128.0	8.3	17
2017-01-22 15:00:00	2.2876999378204	34.5	45	602.0	204.0	6.1	24
2017-01-22 16:00:00	3.890100479126	32.7	48	551.0	118.0	10.8	48
2017-01-22 17:00:00	2.0125665664673	32.1	52	227.0	124.0	9.5	21
2017-01-22 18:00:00	0.80800008773804	31.3	59	158.0	72.0	5.2	43
2017-01-22 19:00:00	0.20343333482742	29.9	67	23.0	21.0	9.7	61
2017-01-22 20:00:00	0.0	28.5	73	0.0	0.0	10.1	55
2017-01-22 21:00:00	0.0	29.5	62	0.0	0.0	11.9	66
2017-01-22 22:00:00	0.0	28.5	67	0.0	0.0	21.6	96
2017-01-22 23:00:00	0.0	26.9	70	0.0	0.0	22.7	91
2017-01-23 00:00:00	0.0	26.1	71	0.0	0.0	17.6	97
2017-01-23 01:00:00	0.0	26.0	72	0.0	0.0	14.2	94
2017-01-23 02:00:00	0.0	25.6	76	0.0	0.0	13.0	97
2017-01-23 03:00:00	0.0	25.0	78	0.0	0.0	17.0	100
2017-01-23 04:00:00	0.0	24.8	81	0.0	0.0	16.4	92
2017-01-23 05:00:00	0.0	24.5	83	0.0	0.0	12.9	65
2017-01-23 06:00:00	0.0	24.5	83	1.0	3.0	13.6	60
2017-01-23 07:00:00	0.14566668868065	25.4	79	63.0	41.0	14.8	73
2017-01-23 08:00:00	0.19409999251366	26.1	75	104.0	67.0	15.8	78
2017-01-23 09:00:00	1.0765000581741	27.3	72	263.0	180.0	19.1	21
2017-01-23 10:00:00	1.9548001289368	27.9	69	274.0	197.0	19.9	93
2017-01-23 11:00:00	1.6475331783295	28.2	68	300.0	215.0	20.6	75
2017-01-23 12:00:00	4.4852333068848	29.1	65	462.0	295.0	22.1	86
2017-01-23 13:00:00	4.4824333190918	29.6	64	338.0	337.0	17.9	83
2017-01-23 14:00:00	3.3518333435059	30.2	65	424.0	320.0	10.8	99
2017-01-23 15:00:00	2.6851665973663	27.7	73	41.0	258.0	8.2	96
2017-01-23 16:00:00	3.4472332000732	28.6	68	151.0	199.0	5.4	52
2017-01-23 17:00:00	1.922600030899	29.4	64	264.0	149.0	6.1	63
2017-01-23 18:00:00	1.2677667140961	28.9	65	84.0	69.0	5.8	100
2017-01-23 19:00:00	0.10433330386877	28.1	71	5.0	27.0	2.6	99
2017-01-23 20:00:00	0.0	27.3	76	0.0	0.0	3.3	100
2017-01-23 21:00:00	0.0	27.8	75	0.0	0.0	10.9	100
2017-01-23 22:00:00	0.0	27.3	77	0.0	0.0	8.7	100
2017-01-23 23:00:00	0.0	27.1	77	0.0	0.0	10.5	98
2017-01-24 00:00:00	0.0	26.7	82	0.0	0.0	4.2	99
2017-01-24 01:00:00	0.0	26.0	87	0.0	0.0	3.7	83
2017-01-24 02:00:00	0.0	25.3	91	0.0	0.0	2.5	97
2017-01-24 03:00:00	0.0	24.9	91	0.0	0.0	4.2	93
2017-01-24 04:00:00	0.0	24.2	92	0.0	0.0	1.6	99
2017-01-24 05:00:00	0.0	23.8	94	0.0	0.0	4.5	99
2017-01-24 06:00:00	0.0	23.9	94	0.0	3.0	1.9	93
2017-01-24 07:00:00	0.26436668634415	24.8	90	30.0	62.0	3.1	90
2017-01-24 08:00:00	0.5879333615303	26.0	84	154.0	105.0	3.0	99
2017-01-24 09:00:00	1.3146666288376	27.8	72	316.0	165.0	11.2	25
2017-01-24 10:00:00	3.2633335590363	29.6	65	622.0	144.0	9.0	6
2017-01-24 11:00:00	3.6062002182007	30.7	61	655.0	177.0	9.5	100
2017-01-24 12:00:00	1.3558000326157	30.9	57	307.0	313.0	12.2	52
2017-01-24 13:00:00	1.0989000797272	32.1	52	590.0	180.0	12.3	63
2017-01-24 14:00:00	1.7269998788834	31.0	55	692.0	132.0	11.2	25
2017-01-24 15:00:00	1.6713666915894	30.9	55	529.0	165.0	4.4	43
2017-01-24 16:00:00	1.1665998697281	29.7	61	255.0	177.0	16.0	55
2017-01-24 17:00:00	0.99226653575897	28.3	73	216.0	96.0	22.5	58
2017-01-24 18:00:00	0.582200050354	26.1	81	67.0	80.0	20.2	43
2017-01-24 19:00:00	0.050366654992104	25.7	84	15.0	22.0	13.4	31
2017-01-24 20:00:00	0.0	24.8	89	0.0	0.0	15.1	51
2017-01-24 21:00:00	0.0	23.8	93	0.0	0.0	15.4	37
2017-01-24 22:00:00	0.0	23.9	92	0.0	0.0	19.7	82
2017-01-24 23:00:00	0.0	23.6	92	0.0	0.0	14.5	100
2017-01-25 00:00:00	0.0	23.7	91	0.0	0.0	14.3	100
2017-01-25 01:00:00	0.0	23.2	94	0.0	0.0	17.1	100
2017-01-25 02:00:00	0.0	22.8	96	0.0	0.0	14.9	100
2017-01-25 03:00:00	0.0	23.1	94	0.0	0.0	17.2	100
2017-01-25 04:00:00	0.0	22.4	99	0.0	0.0	13.0	100
2017-01-25 05:00:00	0.0	21.9	98	0.0	0.0	13.5	100
2017-01-25 06:00:00	0.0	21.8	98	0.0	1.0	12.3	100
2017-01-25 07:00:00	0.061333335936069	21.9	97	1.0	26.0	11.0	100
2017-01-25 08:00:00	0.8146333694458	22.1	95	1.0	39.0	11.5	100
2017-01-25 09:00:00	0.55176669359207	23.4	88	2.0	112.0	14.5	100
2017-01-25 10:00:00	0.80383330583572	24.1	85	19.0	155.0	14.5	100
2017-01-25 11:00:00	1.7778000831604	25.9	78	53.0	343.0	16.6	100
2017-01-25 12:00:00	1.4393998384476	25.9	78	30.0	212.0	17.9	87
2017-01-25 13:00:00	2.5377335548401	27.8	70	280.0	351.0	19.5	89
2017-01-25 14:00:00	3.6487333774567	28.3	68	289.0	347.0	18.9	38
2017-01-25 15:00:00	4.112566947937	29.1	67	578.0	168.0	18.6	32
2017-01-25 16:00:00	3.0195333957672	28.6	67	384.0	160.0	20.1	68
2017-01-25 17:00:00	1.7533665895462	26.3	81	156.0	125.0	14.6	74
2017-01-25 18:00:00	0.46059989929199	25.2	86	88.0	83.0	15.6	94
2017-01-25 19:00:00	0.024933330714703	24.5	87	8.0	23.0	12.5	95
2017-01-25 20:00:00	0.0	24.0	92	0.0	0.0	14.1	92
2017-01-25 21:00:00	0.0	23.8	93	0.0	0.0	11.9	93
2017-01-25 22:00:00	0.0	23.6	94	0.0	0.0	10.2	93
2017-01-25 23:00:00	0.0	23.8	93	0.0	0.0	12.9	99
2017-01-26 00:00:00	0.0	23.1	93	0.0	0.0	10.3	100
2017-01-26 01:00:00	0.0	22.7	95	0.0	0.0	8.7	100
2017-01-26 02:00:00	0.0	22.4	96	0.0	0.0	7.9	100
2017-01-26 03:00:00	0.0	22.1	98	0.0	0.0	10.1	100
2017-01-26 04:00:00	0.0	21.8	98	0.0	0.0	10.7	100
2017-01-26 05:00:00	0.0	21.8	98	0.0	0.0	9.6	100
2017-01-26 06:00:00	0.0	22.2	94	0.0	1.0	11.6	100
2017-01-26 07:00:00	0.14926667511463	23.1	89	0.0	28.0	17.6	100
2017-01-26 08:00:00	0.15526668727398	23.5	87	0.0	90.0	19.3	100
2017-01-26 09:00:00	0.84056669473648	25.8	79	54.0	193.0	15.5	100
2017-01-26 10:00:00	1.7854999303818	26.5	77	106.0	259.0	16.6	99
2017-01-26 11:00:00	1.8842334747314	27.6	72	163.0	420.0	15.6	96
2017-01-26 12:00:00	2.3173666000366	28.9	69	530.0	256.0	16.7	98
2017-01-26 13:00:00	3.4796998500824	29.3	66	417.0	344.0	17.3	100
2017-01-26 14:00:00	4.2172327041626	29.8	61	332.0	392.0	17.4	96
2017-01-26 15:00:00	4.1504664421082	30.0	60	252.0	331.0	17.4	100
2017-01-26 16:00:00	1.2798666954041	30.1	60	248.0	266.0	19.3	97
2017-01-26 17:00:00	0.40823331475258	29.7	62	175.0	172.0	18.9	87
2017-01-26 18:00:00	0.82713335752487	28.8	68	98.0	103.0	16.0	66
2017-01-26 19:00:00	0.057599987834692	26.8	79	24.0	24.0	16.1	13
2017-01-26 20:00:00	0.0	26.1	83	0.0	0.0	14.7	40
2017-01-26 21:00:00	0.0	26.0	83	0.0	0.0	14.1	85
2017-01-26 22:00:00	0.0	25.8	83	0.0	0.0	13.0	11
2017-01-26 23:00:00	0.0	25.4	83	0.0	0.0	12.6	10
2017-01-27 00:00:00	0.0	25.1	84	0.0	0.0	11.2	5
2017-01-27 01:00:00	0.0	24.6	85	0.0	0.0	9.5	5
2017-01-27 02:00:00	0.0	24.2	87	0.0	0.0	8.7	15
2017-01-27 03:00:00	0.0	23.6	89	0.0	0.0	8.3	20
2017-01-27 04:00:00	0.0	23.3	89	0.0	0.0	9.5	30
2017-01-27 05:00:00	0.0	22.9	88	0.0	0.0	10.6	12
2017-01-27 06:00:00	0.0	22.5	87	1.0	2.0	9.6	19
2017-01-27 07:00:00	0.12499999254942	23.7	79	74.0	46.0	9.7	10
2017-01-27 08:00:00	1.2725999355316	25.0	69	238.0	95.0	12.9	3
2017-01-27 09:00:00	2.5117664337158	28.7	57	479.0	101.0	10.1	0
2017-01-27 10:00:00	3.505866765976	30.1	53	668.0	118.0	12.1	1
2017-01-27 11:00:00	4.1607332229614	31.2	50	819.0	123.0	12.4	1
2017-01-27 12:00:00	4.5151329040527	32.1	49	911.0	127.0	12.3	0
2017-01-27 13:00:00	4.6065664291382	32.7	47	901.0	137.0	11.9	12
2017-01-27 14:00:00	4.20609998703	33.1	47	864.0	125.0	12.2	5
2017-01-27 15:00:00	3.7634997367859	33.1	46	739.0	122.0	12.2	3
2017-01-27 16:00:00	1.6469999551773	33.3	45	575.0	118.0	12.6	19
2017-01-27 17:00:00	2.0996000766754	31.6	51	346.0	95.0	13.2	37
2017-01-27 18:00:00	0.81280010938644	30.9	61	108.0	64.0	5.7	13
2017-01-27 19:00:00	0.060233324766159	28.8	71	26.0	21.0	8.2	4
2017-01-27 20:00:00	0.0	27.1	76	0.0	0.0	8.9	0
2017-01-27 21:00:00	0.0	26.4	79	0.0	0.0	8.9	5
2017-01-27 22:00:00	0.0	26.0	82	0.0	0.0	6.7	7
2017-01-27 23:00:00	0.0	27.0	71	0.0	0.0	3.3	13
2017-01-28 00:00:00	0.0	27.1	68	0.0	0.0	2.4	12
2017-01-28 01:00:00	0.0	26.0	75	0.0	0.0	4.0	23
2017-01-28 02:00:00	0.0	25.8	73	0.0	0.0	3.8	26
2017-01-28 03:00:00	0.0	24.8	81	0.0	0.0	4.9	28
2017-01-28 04:00:00	0.0	24.4	82	0.0	0.0	6.1	14
2017-01-28 05:00:00	0.0	23.7	84	0.0	0.0	6.5	10
2017-01-28 06:00:00	0.0	23.6	83	1.0	2.0	6.8	2
2017-01-28 07:00:00	0.18633334338665	25.3	73	71.0	42.0	7.1	5
2017-01-28 08:00:00	0.75566667318344	27.6	59	265.0	81.0	10.4	1
2017-01-28 09:00:00	1.592733502388	30.5	48	481.0	102.0	14.2	1
2017-01-28 10:00:00	3.5803334712982	32.1	43	648.0	116.0	16.2	2
2017-01-28 11:00:00	3.629166841507	33.4	42	814.0	122.0	17.4	0
2017-01-28 12:00:00	2.7190334796906	34.3	40	886.0	134.0	18.4	0
2017-01-28 13:00:00	5.4228668212891	35.0	38	931.0	131.0	18.6	9
2017-01-28 14:00:00	4.1642003059387	35.3	36	834.0	136.0	17.5	25
2017-01-28 15:00:00	3.1134667396545	35.4	34	591.0	154.0	16.7	39
2017-01-28 16:00:00	3.1586332321167	34.7	36	500.0	127.0	16.8	23
2017-01-28 17:00:00	2.0992331504822	34.2	37	287.0	84.0	14.1	17
2017-01-28 18:00:00	0.83730000257492	32.5	46	152.0	78.0	15.0	13
2017-01-28 19:00:00	0.065166667103767	29.5	61	23.0	19.0	10.5	11
2017-01-28 20:00:00	0.0	28.0	68	0.0	0.0	9.9	6
2017-01-28 21:00:00	0.0	27.3	70	0.0	0.0	8.8	7
2017-01-28 22:00:00	0.0	26.6	73	0.0	0.0	7.9	4
2017-01-28 23:00:00	0.0	26.1	72	0.0	0.0	8.7	7
2017-01-29 00:00:00	0.0	25.7	70	0.0	0.0	10.0	11
2017-01-29 01:00:00	0.0	25.2	73	0.0	0.0	7.9	14
2017-01-29 02:00:00	0.0	24.9	75	0.0	0.0	6.5	5
2017-01-29 03:00:00	0.0	25.4	68	0.0	0.0	4.3	4
2017-01-29 04:00:00	0.0	25.6	64	0.0	0.0	1.3	6
2017-01-29 05:00:00	0.0	25.1	66	0.0	0.0	0.8	6
2017-01-29 06:00:00	0.0	24.7	69	1.0	2.0	2.5	4
2017-01-29 07:00:00	0.083299987018108	25.1	72	58.0	44.0	4.3	5
2017-01-29 08:00:00	1.3151334524155	27.4	61	264.0	80.0	3.1	3
2017-01-29 09:00:00	2.4663665294647	31.0	46	473.0	102.0	6.2	0
2017-01-29 10:00:00	3.4241671562195	33.2	38	672.0	113.0	9.9	2
2017-01-29 11:00:00	4.0789337158203	34.7	34	819.0	124.0	13.7	0
2017-01-29 12:00:00	4.4486331939697	35.6	32	908.0	128.0	17.2	2
2017-01-29 13:00:00	4.5667004585266	36.3	31	916.0	131.0	17.8	26
2017-01-29 14:00:00	4.3450331687927	36.3	30	699.0	145.0	18.1	36
2017-01-29 15:00:00	3.8164670467377	36.4	29	503.0	172.0	16.3	40
2017-01-29 16:00:00	3.1974668502808	35.8	30	415.0	132.0	16.6	35
2017-01-29 17:00:00	2.1174333095551	35.5	31	282.0	104.0	13.3	12
2017-01-29 18:00:00	0.81230008602142	34.4	37	143.0	67.0	9.8	1
2017-01-29 19:00:00	0.057533320039511	31.3	61	25.0	21.0	5.5	8
2017-01-29 20:00:00	0.0	32.5	41	0.0	0.0	1.3	1
2017-01-29 21:00:00	0.0	31.0	42	0.0	0.0	4.7	0
2017-01-29 22:00:00	0.0	27.8	58	0.0	0.0	8.5	0
2017-01-29 23:00:00	0.0	27.3	55	0.0	0.0	9.5	0
2017-01-30 00:00:00	0.0	28.0	48	0.0	0.0	5.9	0
2017-01-30 01:00:00	0.0	26.5	54	0.0	0.0	5.5	0
2017-01-30 02:00:00	0.0	25.1	59	0.0	0.0	10.9	0
2017-01-30 03:00:00	0.0	24.3	62	0.0	0.0	10.2	0
2017-01-30 04:00:00	0.0	23.7	64	0.0	0.0	10.1	0
2017-01-30 05:00:00	0.0	22.8	69	0.0	0.0	8.9	1
2017-01-30 06:00:00	0.0	22.8	69	1.0	2.0	7.2	2
2017-01-30 07:00:00	0.10559996962547	26.1	48	75.0	45.0	1.6	1
2017-01-30 08:00:00	1.3959000110626	28.5	37	270.0	80.0	2.6	0
2017-01-30 09:00:00	2.486499786377	32.5	33	488.0	101.0	6.8	0
2017-01-30 10:00:00	3.4552664756775	34.8	28	680.0	115.0	6.9	0
2017-01-30 11:00:00	4.083966255188	36.6	24	828.0	124.0	8.0	0
2017-01-30 12:00:00	4.4468660354614	37.8	22	917.0	130.0	10.9	0
2017-01-30 13:00:00	4.543333530426	38.5	21	940.0	131.0	12.8	0
2017-01-30 14:00:00	4.3150005340576	39.0	20	892.0	129.0	13.0	4
2017-01-30 15:00:00	3.9042329788208	39.2	19	776.0	121.0	14.7	8
2017-01-30 16:00:00	3.1845331192017	39.3	18	591.0	112.0	17.9	1
2017-01-30 17:00:00	0.27323335409164	38.9	16	392.0	96.0	20.3	0
2017-01-30 18:00:00	0.83576673269272	37.3	19	183.0	69.0	14.4	0
2017-01-30 19:00:00	0.053266655653715	33.5	29	26.0	22.0	9.2	0
2017-01-30 20:00:00	0.0	32.4	36	0.0	0.0	6.1	0
2017-01-30 21:00:00	0.0	30.9	30	0.0	0.0	13.4	18
2017-01-30 22:00:00	0.0	30.2	29	0.0	0.0	14.6	2
2017-01-30 23:00:00	0.0	27.9	40	0.0	0.0	9.8	0
2017-01-31 00:00:00	0.0	27.3	44	0.0	0.0	8.7	57
2017-01-31 01:00:00	0.0	26.6	44	0.0	0.0	10.0	89
2017-01-31 02:00:00	0.0	26.0	50	0.0	0.0	10.8	61
2017-01-31 03:00:00	0.0	24.7	62	0.0	0.0	6.5	25
2017-01-31 04:00:00	0.0	24.0	63	0.0	0.0	6.9	17
2017-01-31 05:00:00	0.0	23.8	61	0.0	0.0	6.6	8
2017-01-31 06:00:00	0.0	23.4	64	0.0	3.0	9.9	21
2017-01-31 07:00:00	0.086266666650772	26.2	55	71.0	45.0	9.1	64
2017-01-31 08:00:00	1.2555999755859	29.4	33	261.0	83.0	10.8	1
2017-01-31 09:00:00	2.4547667503357	32.5	44	483.0	100.0	9.0	0
2017-01-31 10:00:00	3.37526679039	34.2	37	664.0	115.0	6.9	1
2017-01-31 11:00:00	4.0379338264465	35.9	32	814.0	124.0	3.8	14
2017-01-31 12:00:00	4.3306002616882	36.8	27	761.0	126.0	8.1	36
2017-01-31 13:00:00	4.533266544342	36.9	25	457.0	157.0	10.2	38
2017-01-31 14:00:00	1.9142332077026	35.9	27	565.0	200.0	13.9	33
2017-01-31 15:00:00	2.9175000190735	37.5	24	570.0	119.0	15.7	25
2017-01-31 16:00:00	2.6906332969666	37.0	25	507.0	119.0	14.3	16
2017-01-31 17:00:00	2.1786003112793	37.0	24	349.0	99.0	22.7	26
2017-01-31 18:00:00	0.86403328180313	36.0	26	157.0	68.0	19.1	10
2017-01-31 19:00:00	0.065666660666466	33.3	36	21.0	20.0	9.2	11
2017-01-31 20:00:00	0.0	32.1	36	0.0	0.0	11.5	25
2017-01-31 21:00:00	0.0	30.9	39	0.0	0.0	8.7	47
2017-01-31 22:00:00	0.0	29.5	46	0.0	0.0	6.9	21
2017-01-31 23:00:00	0.0	28.1	56	0.0	0.0	5.4	98
2017-02-01 00:00:00	0.0	28.5	48	0.0	0.0	7.1	35
2017-02-01 01:00:00	0.0	27.4	52	0.0	0.0	6.9	26
2017-02-01 02:00:00	0.0	27.0	58	0.0	0.0	4.7	31
2017-02-01 03:00:00	0.0	26.4	53	0.0	0.0	7.4	48
2017-02-01 04:00:00	0.0	26.3	47	0.0	0.0	9.7	26
2017-02-01 05:00:00	0.0	25.7	48	0.0	0.0	9.4	2
2017-02-01 06:00:00	0.0	24.6	56	0.0	2.0	6.5	0
2017-02-01 07:00:00	0.11799997091293	27.6	38	72.0	43.0	1.3	0
2017-02-01 08:00:00	1.4026999473572	29.9	34	264.0	81.0	6.9	0
2017-02-01 09:00:00	2.5468997955322	34.5	24	484.0	101.0	19.7	0
2017-02-01 10:00:00	3.4858334064484	35.5	21	683.0	115.0	18.2	0
2017-02-01 11:00:00	4.1855330467224	36.5	19	836.0	125.0	18.8	0
2017-02-01 12:00:00	4.6094670295715	37.0	20	930.0	131.0	17.9	5
2017-02-01 13:00:00	5.106499671936	37.8	20	935.0	128.0	17.7	97
2017-02-01 14:00:00	2.7182333469391	35.7	27	716.0	225.0	17.4	100
2017-02-01 15:00:00	1.9713332653046	36.1	24	117.0	330.0	9.3	100
2017-02-01 16:00:00	2.9880666732788	36.2	22	129.0	306.0	20.2	39
2017-02-01 17:00:00	2.6350331306458	35.7	24	304.0	110.0	15.5	15
2017-02-01 18:00:00	0.87603336572647	35.9	23	157.0	64.0	10.9	97
2017-02-01 19:00:00	0.19176667928696	34.1	26	10.0	25.0	13.8	51
2017-02-01 20:00:00	0.0	32.8	28	0.0	0.0	16.0	85
2017-02-01 21:00:00	0.0	28.8	45	0.0	0.0	20.8	43
2017-02-01 22:00:00	0.0	27.8	50	0.0	0.0	19.0	44
2017-02-01 23:00:00	0.0	27.2	54	0.0	0.0	15.5	67
2017-02-02 00:00:00	0.0	27.3	54	0.0	0.0	12.1	100
2017-02-02 01:00:00	0.0	27.2	56	0.0	0.0	8.6	100
2017-02-02 02:00:00	0.0	27.2	56	0.0	0.0	12.4	100
2017-02-02 03:00:00	0.0	27.1	52	0.0	0.0	15.5	100
2017-02-02 04:00:00	0.0	27.1	51	0.0	0.0	16.6	100
2017-02-02 05:00:00	0.0	25.9	57	0.0	0.0	18.7	98
2017-02-02 06:00:00	0.0	24.4	69	0.0	1.0	10.1	100
2017-02-02 07:00:00	0.085833325982094	24.4	71	1.0	25.0	9.4	73
2017-02-02 08:00:00	0.71373325586319	25.5	66	57.0	112.0	10.5	73
2017-02-02 09:00:00	1.1444000005722	27.4	61	215.0	180.0	13.9	91
2017-02-02 10:00:00	3.3416664600372	28.8	57	108.0	324.0	8.0	63
2017-02-02 11:00:00	3.2792000770569	29.1	56	324.0	134.0	5.8	84
2017-02-02 12:00:00	0.38460001349449	28.7	58	195.0	326.0	15.3	83
2017-02-02 13:00:00	1.3381000757217	29.2	55	252.0	282.0	15.1	93
2017-02-02 14:00:00	2.0801663398743	29.6	55	424.0	212.0	16.6	80
2017-02-02 15:00:00	4.1228666305542	30.2	55	296.0	230.0	14.8	51
2017-02-02 16:00:00	4.0018663406372	30.6	53	312.0	163.0	15.3	51
2017-02-02 17:00:00	1.2963665723801	30.2	55	250.0	113.0	18.1	53
2017-02-02 18:00:00	0.94740003347397	28.5	62	116.0	73.0	16.0	49
2017-02-02 19:00:00	0.09856665879488	26.1	73	15.0	19.0	11.0	58
2017-02-02 20:00:00	0.0	25.7	73	0.0	0.0	8.8	95
2017-02-02 21:00:00	0.0	27.9	65	0.0	0.0	8.8	78
2017-02-02 22:00:00	0.0	26.8	65	0.0	0.0	9.7	80
2017-02-02 23:00:00	0.0	26.5	65	0.0	0.0	11.2	16
2017-02-03 00:00:00	0.0	25.6	64	0.0	0.0	11.5	32
2017-02-03 01:00:00	0.0	24.8	67	0.0	0.0	12.9	52
2017-02-03 02:00:00	0.0	24.4	73	0.0	0.0	15.3	91
2017-02-03 03:00:00	0.0	24.5	73	0.0	0.0	13.4	100
2017-02-03 04:00:00	0.0	24.7	71	0.0	0.0	9.8	98
2017-02-03 05:00:00	0.0	24.8	72	0.0	0.0	6.6	100
2017-02-03 06:00:00	0.0	24.5	73	0.0	1.0	8.4	97
2017-02-03 07:00:00	0.3095999956131	25.1	67	4.0	46.0	11.5	88
2017-02-03 08:00:00	0.5609667301178	26.7	51	142.0	112.0	14.9	97
2017-02-03 09:00:00	1.5952333211899	26.0	63	145.0	191.0	8.4	100
2017-02-03 10:00:00	1.939399600029	27.3	55	83.0	347.0	6.8	99
2017-02-03 11:00:00	2.2421333789825	28.6	51	183.0	339.0	7.2	94
2017-02-03 12:00:00	4.1409335136414	31.0	45	548.0	343.0	12.5	98
2017-02-03 13:00:00	3.898866891861	32.2	42	742.0	238.0	16.9	99
2017-02-03 14:00:00	3.8867664337158	32.6	39	479.0	358.0	17.9	100
2017-02-03 15:00:00	1.7343000173569	31.9	40	81.0	366.0	17.1	100
2017-02-03 16:00:00	1.6295000314713	31.7	40	50.0	288.0	15.6	99
2017-02-03 17:00:00	0.93823325634003	31.6	40	51.0	188.0	12.7	99
2017-02-03 18:00:00	0.4458332657814	31.0	44	27.0	88.0	8.0	100
2017-02-03 19:00:00	0.05919998884201	29.4	64	1.0	19.0	4.1	98
